,
data1.csv,138080
data10.csv,123631
data100.csv,29649856
data101.csv,200523832
data102.csv,156013008
data103.csv,56071212
data104.csv,112840618
data105.csv,134931673
data106.csv,50268109
data107.csv,187165664
data108.csv,47343475
data109.csv,86547333
data11.csv,198773
data110.csv,117648964
data111.csv,58050941
data112.csv,77309357
data113.csv,129027526
data114.csv,41434868
data115.csv,30076373
data116.csv,31210355
data117.csv,39518598
data118.csv,40248644
data119.csv,32179838
data12.csv,138544
data120.csv,154516337
data13.csv,29160
data14.csv,53880
data15.csv,84221
data16.csv,70105
data17.csv,75824
data18.csv,157338
data19.csv,174327
data2.csv,128997
data20.csv,42733
data21.csv,1973
data22.csv,30569
data23.csv,6411
data24.csv,204654
data25.csv,25392
data26.csv,14364
data27.csv,74107
data28.csv,75538
data29.csv,190399
data3.csv,159330
data30.csv,201329
data31.csv,1792567
data32.csv,838128
data33.csv,963685
data34.csv,916818
data35.csv,237437
data36.csv,906061
data37.csv,1919673
data38.csv,299248
data39.csv,1194904
data4.csv,193504
data40.csv,1337316
data41.csv,1093235
data42.csv,1305732
data43.csv,1773539
data44.csv,935824
data45.csv,932439
data46.csv,939480
data47.csv,1758163
data48.csv,2022505
data49.csv,1867820
data5.csv,183892
data50.csv,879232
data51.csv,1788274
data52.csv,1617869
data53.csv,436415
data54.csv,1631653
data55.csv,1639676
data56.csv,503661
data57.csv,2027895
data58.csv,1847936
data59.csv,577747
data6.csv,187856
data60.csv,232227
data61.csv,8597878
data62.csv,14816951
data63.csv,2490630
data64.csv,17241077
data65.csv,7595262
data66.csv,7394546
data67.csv,3459197
data68.csv,7057010
data69.csv,8155225
data7.csv,140598
data70.csv,19563631
data71.csv,3969760
data72.csv,11352389
data73.csv,14392547
data74.csv,2798451
data75.csv,18894978
data76.csv,19380355
data77.csv,2692751
data78.csv,14367835
data79.csv,19664346
data8.csv,37616
data80.csv,14681175
data81.csv,17697523
data82.csv,14583973
data83.csv,16032542
data84.csv,14077537
data85.csv,2160940
data86.csv,4048236
data87.csv,5427291
data88.csv,11439010
data89.csv,19721635
data9.csv,102700
data90.csv,9158113
data91.csv,174799443
data92.csv,87977462
data93.csv,160104671
data94.csv,58092764
data95.csv,32553979
data96.csv,191569198
data97.csv,91883456
data98.csv,172794884
data99.csv,136634363
